id,number,name_en,type_element,rarity,expansion
6371,101/116,Ghetsis,Su,Rare Holo,Plasma Freeze
6372,102/116,Shadow Triad,Su,Uncommon,Plasma Freeze
6373,103/116,Superior Energy Retrieval,I,Uncommon,Plasma Freeze
6374,104/116,Team Plasma Badge,I,Uncommon,Plasma Freeze
6375,105/116,Team Plasma Ball,I,Uncommon,Plasma Freeze
6376,106/116,Plasma Energy,Colorless E,Uncommon,Plasma Freeze
6377,107/116,Life Dew,I,Rare Ace,Plasma Freeze
6378,108/116,Rock Guard,I,Rare Ace,Plasma Freeze
6379,109/116,HeatranEX,Fire,Rare Ultra,Plasma Freeze
6380,110/116,ThundurusEX,Lightning,Rare Ultra,Plasma Freeze
6381,111/116,DeoxysEX,Psychic,Rare Ultra,Plasma Freeze
6382,112/116,LatiasEX,Dragon,Rare Ultra,Plasma Freeze
6383,113/116,LatiosEX,Dragon,Rare Ultra,Plasma Freeze
6384,114/116,TornadusEX,Colorless,Rare Ultra,Plasma Freeze
6385,115/116,Ghetsis,Su,Rare Ultra,Plasma Freeze
6386,116/116,Professor Juniper,Su,Rare Ultra,Plasma Freeze
6387,117/116,Empoleon,Water,Rare Secret,Plasma Freeze
6388,118/116,Sigilyph,Psychic,Rare Secret,Plasma Freeze
6389,119/116,Garbodor,Psychic,Rare Secret,Plasma Freeze
6390,120/116,Garchomp,Dragon,Rare Secret,Plasma Freeze
6391,121/116,Max Potion,I,Rare Secret,Plasma Freeze
6392,122/116,Ultra Ball,I,Rare Secret,Plasma Freeze
6393,1/101,Surskit,Grass,Common,Plasma Blast
6394,2/101,Masquerain,Grass,Rare,Plasma Blast
6395,3/101,Lileep,Grass,Uncommon,Plasma Blast
6396,4/101,Cradily,Grass,Rare,Plasma Blast
6397,5/101,Tropius,Grass,Uncommon,Plasma Blast
6398,6/101,Karrablast,Grass,Common,Plasma Blast
6399,7/101,Shelmet,Grass,Common,Plasma Blast
6400,8/101,Accelgor,Grass,Rare,Plasma Blast
6401,9/101,VirizionEX,Grass,Rare Holo ex,Plasma Blast
6402,10/101,Genesect,Grass,Rare,Plasma Blast
6403,11/101,GenesectEX,Grass,Rare Holo ex,Plasma Blast
6404,12/101,Larvesta,Fire,Common,Plasma Blast
6405,13/101,Volcarona,Fire,Rare,Plasma Blast
6406,14/101,Squirtle,Water,Common,Plasma Blast
6407,15/101,Wartortle,Water,Uncommon,Plasma Blast
6408,16/101,Blastoise,Water,Rare Holo,Plasma Blast
6409,17/101,Lapras,Water,Common,Plasma Blast
6410,18/101,Remoraid,Water,Common,Plasma Blast
6411,19/101,Octillery,Water,Uncommon,Plasma Blast
6412,20/101,Suicune,Water,Rare,Plasma Blast
6413,21/101,Snorunt,Water,Common,Plasma Blast
6414,22/101,Glalie,Water,Uncommon,Plasma Blast
6415,23/101,Froslass,Water,Rare,Plasma Blast
6416,24/101,Relicanth,Water,Uncommon,Plasma Blast
6417,25/101,Snover,Water,Common,Plasma Blast
6418,26/101,Abomasnow,Water,Uncommon,Plasma Blast
6419,27/101,Tirtouga,Water,Uncommon,Plasma Blast
6420,28/101,Carracosta,Water,Rare,Plasma Blast
6421,29/101,Ducklett,Water,Common,Plasma Blast
6422,30/101,KyuremEX,Water,Rare Holo ex,Plasma Blast
6423,31/101,Tynamo,Lightning,Common,Plasma Blast
6424,32/101,Eelektrik,Lightning,Uncommon,Plasma Blast
6425,33/101,Eelektross,Lightning,Rare Holo,Plasma Blast
6426,34/101,Drifloon,Psychic,Common,Plasma Blast
6427,35/101,Drifblim,Psychic,Rare,Plasma Blast
6428,36/101,Uxie,Psychic,Rare,Plasma Blast
6429,37/101,Mesprit,Psychic,Rare Holo,Plasma Blast
6430,38/101,Azelf,Psychic,Rare,Plasma Blast
6431,39/101,Munna,Psychic,Common,Plasma Blast
6432,40/101,Musharna,Psychic,Uncommon,Plasma Blast
6433,41/101,Sigilyph,Psychic,Rare Holo,Plasma Blast
6434,42/101,Solosis,Psychic,Common,Plasma Blast
6435,43/101,Duosion,Psychic,Uncommon,Plasma Blast
6436,44/101,Reuniclus,Psychic,Rare,Plasma Blast
6437,45/101,Golett,Psychic,Common,Plasma Blast
6438,46/101,Golurk,Psychic,Rare Holo,Plasma Blast
6439,47/101,Machop,Fighting,Common,Plasma Blast
6440,48/101,Machoke,Fighting,Uncommon,Plasma Blast
6441,49/101,Machamp,Fighting,Rare Holo,Plasma Blast
6442,50/101,Machamp,Fighting,Rare,Plasma Blast
6443,51/101,Throh,Fighting,Common,Plasma Blast
6444,52/101,Sawk,Fighting,Common,Plasma Blast
6445,53/101,Archen,Fighting,Uncommon,Plasma Blast
6446,54/101,Archeops,Fighting,Rare Holo,Plasma Blast
6447,55/101,Houndour,Darkness,Common,Plasma Blast
6448,56/101,Houndoom,Darkness,Rare Holo,Plasma Blast
6449,57/101,Aron,Metal,Common,Plasma Blast
6450,58/101,Lairon,Metal,Uncommon,Plasma Blast
6451,59/101,Aggron,Metal,Rare,Plasma Blast
6452,60/101,JirachiEX,Metal,Rare Holo ex,Plasma Blast
6453,61/101,Escavalier,Metal,Rare,Plasma Blast
6454,62/101,Bagon,Dragon,Common,Plasma Blast
6455,63/101,Shelgon,Dragon,Uncommon,Plasma Blast
6456,64/101,Salamence,Dragon,Rare Holo,Plasma Blast
6457,65/101,DialgaEX,Dragon,Rare Holo ex,Plasma Blast
6458,66/101,PalkiaEX,Dragon,Rare Holo ex,Plasma Blast
6459,67/101,Axew,Dragon,Common,Plasma Blast
6460,68/101,Fraxure,Dragon,Uncommon,Plasma Blast
6461,69/101,Haxorus,Dragon,Rare Holo,Plasma Blast
6462,70/101,Druddigon,Dragon,Common,Plasma Blast
6463,71/101,Kangaskhan,Colorless,Common,Plasma Blast
6464,72/101,Porygon,Colorless,Common,Plasma Blast
6465,73/101,Porygon2,Colorless,Uncommon,Plasma Blast
6466,74/101,Porygon-Z,Colorless,Rare Holo,Plasma Blast
6467,75/101,Teddiursa,Colorless,Common,Plasma Blast
6468,76/101,Ursaring,Colorless,Uncommon,Plasma Blast
6469,77/101,Chatot,Colorless,Uncommon,Plasma Blast
6470,78/101,Caitlin,Su,Uncommon,Plasma Blast
6471,79/101,Cover Fossil,I,Uncommon,Plasma Blast
6472,80/101,Energy Retrieval,I,Uncommon,Plasma Blast
6473,81/101,Iris,Su,Uncommon,Plasma Blast
6474,82/101,Plume Fossil,I,Uncommon,Plasma Blast
6475,83/101,Pokémon Catcher,I,Uncommon,Plasma Blast
6476,84/101,Professor Juniper,Su,Uncommon,Plasma Blast
6477,85/101,Rare Candy,I,Uncommon,Plasma Blast
6478,86/101,Reversal Trigger,I,Uncommon,Plasma Blast
6479,87/101,Root Fossil Lileep,I,Uncommon,Plasma Blast
6480,88/101,Silver Bangle,I,Uncommon,Plasma Blast
6481,89/101,Silver Mirror,I,Uncommon,Plasma Blast
6482,90/101,Ultra Ball,I,Uncommon,Plasma Blast
6483,91/101,Plasma Energy,Colorless E,Uncommon,Plasma Blast
6484,92/101,G Booster,I,Rare Ace,Plasma Blast
6485,93/101,G Scope,I,Rare Ace,Plasma Blast
6486,94/101,Master Ball,I,Rare Ace,Plasma Blast
6487,95/101,Scoop Up Cyclone,I,Rare Ace,Plasma Blast
6488,96/101,VirizionEX,Grass,Rare Ultra,Plasma Blast
6489,97/101,GenesectEX,Grass,Rare Ultra,Plasma Blast
6490,98/101,JirachiEX,Metal,Rare Ultra,Plasma Blast
6491,99/101,DialgaEX,Dragon,Rare Ultra,Plasma Blast
6492,100/101,PalkiaEX,Dragon,Rare Ultra,Plasma Blast
6493,101/101,Iris,Su,Rare Ultra,Plasma Blast
6494,102/101,Exeggcute,Grass,Rare Secret,Plasma Blast
6495,103/101,Virizion,Grass,Rare Secret,Plasma Blast
6496,104/101,Dusknoir,Psychic,Rare Secret,Plasma Blast
6497,105/101,Rare Candy,I,Rare Secret,Plasma Blast
6498,1/113,Tangela,Grass,Common,Legendary Treasures
6499,2/113,Tangrowth,Grass,Rare,Legendary Treasures
6500,3/113,Shuckle,Grass,Uncommon,Legendary Treasures
6501,4/113,Cherubi,Grass,Uncommon,Legendary Treasures
6502,5/113,Carnivine,Grass,Uncommon,Legendary Treasures
6503,6/113,Snivy,Grass,Common,Legendary Treasures
6504,7/113,Servine,Grass,Uncommon,Legendary Treasures
6505,8/113,Serperior,Grass,Rare Holo,Legendary Treasures
6506,9/113,Sewaddle,Grass,Common,Legendary Treasures
6507,10/113,Sewaddle,Grass,Common,Legendary Treasures
6508,11/113,Swadloon,Grass,Uncommon,Legendary Treasures
6509,12/113,Leavanny,Grass,Rare Holo,Legendary Treasures
6510,13/113,Dwebble,Grass,Common,Legendary Treasures
6511,14/113,Crustle,Grass,Uncommon,Legendary Treasures
6512,15/113,Virizion,Grass,Rare Holo,Legendary Treasures
6513,16/113,Genesect,Grass,Rare Holo,Legendary Treasures
6514,17/113,Charmander,Fire,Common,Legendary Treasures
6515,18/113,Charmeleon,Fire,Uncommon,Legendary Treasures
6516,19/113,Charizard,Fire,Rare Holo,Legendary Treasures
6517,20/113,Vulpix,Fire,Common,Legendary Treasures
6518,21/113,Ninetales,Fire,Rare,Legendary Treasures
6519,22/113,Moltres,Fire,Rare Holo,Legendary Treasures
6520,23/113,Victini,Fire,Rare Holo,Legendary Treasures
6521,24/113,VictiniEX,Fire,Rare Holo ex,Legendary Treasures
6522,25/113,Tepig,Fire,Common,Legendary Treasures
6523,26/113,Pignite,Fire,Uncommon,Legendary Treasures
6524,27/113,Emboar,Fire,Rare Holo,Legendary Treasures
6525,28/113,Reshiram,Fire,Rare Holo,Legendary Treasures
6526,29/113,ReshiramEX,Fire,Rare Holo ex,Legendary Treasures
6527,30/113,Magikarp,Water,Common,Legendary Treasures
6528,31/113,Gyarados,Water,Rare,Legendary Treasures
6529,32/113,Articuno,Water,Rare Holo,Legendary Treasures
6530,33/113,Piplup,Water,Common,Legendary Treasures
6531,34/113,Prinplup,Water,Uncommon,Legendary Treasures
6532,35/113,Empoleon,Water,Rare,Legendary Treasures
6533,36/113,Phione,Water,Rare,Legendary Treasures
6534,37/113,Oshawott,Water,Common,Legendary Treasures
6535,38/113,Dewott,Water,Uncommon,Legendary Treasures
6536,39/113,Samurott,Water,Rare Holo,Legendary Treasures
6537,40/113,Tympole,Water,Common,Legendary Treasures
6538,41/113,Palpitoad,Water,Uncommon,Legendary Treasures
6539,42/113,Seismitoad,Water,Rare,Legendary Treasures
6540,43/113,Kyurem,Water,Rare Holo,Legendary Treasures
6541,44/113,KyuremEX,Water,Rare Holo ex,Legendary Treasures
6542,45/113,KeldeoEX,Water,Rare Holo ex,Legendary Treasures
6543,46/113,Zapdos,Lightning,Rare Holo,Legendary Treasures
6544,47/113,Plusle,Lightning,Uncommon,Legendary Treasures
6545,48/113,Minun,Lightning,Uncommon,Legendary Treasures
6546,49/113,Emolga,Lightning,Uncommon,Legendary Treasures
6547,50/113,Thundurus,Lightning,Rare Holo,Legendary Treasures
6548,51/113,Zekrom,Lightning,Rare Holo,Legendary Treasures
6549,52/113,ZekromEX,Lightning,Rare Holo ex,Legendary Treasures
6550,53/113,Mewtwo,Psychic,Rare Holo,Legendary Treasures
6551,54/113,MewtwoEX,Psychic,Rare Holo ex,Legendary Treasures
6552,55/113,Natu,Psychic,Common,Legendary Treasures
6553,56/113,Xatu,Psychic,Rare,Legendary Treasures
6554,57/113,Misdreavus,Psychic,Common,Legendary Treasures
6555,58/113,Mismagius,Psychic,Rare,Legendary Treasures
6556,59/113,Ralts,Psychic,Common,Legendary Treasures
6557,60/113,Kirlia,Psychic,Uncommon,Legendary Treasures
6558,61/113,Sableye,Psychic,Uncommon,Legendary Treasures
6559,62/113,Croagunk,Psychic,Common,Legendary Treasures
6560,63/113,Toxicroak,Psychic,Rare,Legendary Treasures
6561,64/113,Woobat,Psychic,Common,Legendary Treasures
6562,65/113,Swoobat,Psychic,Uncommon,Legendary Treasures
6563,66/113,Sigilyph,Psychic,Rare Holo,Legendary Treasures
6564,67/113,Trubbish,Psychic,Common,Legendary Treasures
6565,68/113,Garbodor,Psychic,Rare Holo,Legendary Treasures
6566,69/113,Gothita,Psychic,Common,Legendary Treasures
6567,70/113,Gothita,Psychic,Common,Legendary Treasures
6568,71/113,Gothorita,Psychic,Uncommon,Legendary Treasures
6569,72/113,Gothitelle,X Y,Rare Holo,Legendary Treasures
6570,73/113,Solosis,Psychic,Common,Legendary Treasures
6571,74/113,Solosis,Psychic,Common,Legendary Treasures
6572,75/113,Duosion,Psychic,Uncommon,Legendary Treasures
6573,76/113,Reuniclus,Psychic,Rare,Legendary Treasures
6574,77/113,ChandelureEX,Psychic,Rare Holo ex,Legendary Treasures
6575,78/113,Meloetta,Psychic,Rare Holo,Legendary Treasures
6576,79/113,Riolu,Fighting,Uncommon,Legendary Treasures
6577,80/113,Lucario,Fighting,Rare Holo,Legendary Treasures
6578,81/113,Gallade,Fighting,Rare,Legendary Treasures
6579,82/113,ExcadrillEX,Fighting,Rare Holo ex,Legendary Treasures
6580,83/113,Stunfisk,Fighting,Uncommon,Legendary Treasures
6581,84/113,Terrakion,Fighting,Rare Holo,Legendary Treasures
6582,85/113,Landorus,Fighting,Rare Holo,Legendary Treasures
6583,86/113,Meloetta,Fighting,Rare,Legendary Treasures
6584,87/113,Spiritomb,Darkness,Uncommon,Legendary Treasures
6585,88/113,DarkraiEX,Darkness,Rare Holo ex,Legendary Treasures
6586,89/113,Zorua,Darkness,Common,Legendary Treasures
6587,90/113,Zoroark,Darkness,Rare Holo,Legendary Treasures
6588,91/113,Cobalion,Metal,Rare Holo,Legendary Treasures
6589,92/113,Altaria,Dragon,Uncommon,Legendary Treasures
6590,93/113,Rayquaza,Dragon,Rare Holo,Legendary Treasures
6591,94/113,Gible,Dragon,Common,Legendary Treasures
6592,95/113,Gabite,Dragon,Uncommon,Legendary Treasures
6593,96/113,Garchomp,Dragon,Rare Holo,Legendary Treasures
6594,97/113,Deino,Dragon,Common,Legendary Treasures
6595,98/113,Zweilous,Dragon,Uncommon,Legendary Treasures
6596,99/113,Hydreigon,Dragon,Rare Holo,Legendary Treasures
6597,100/113,Black KyuremEX,Dragon,Rare Holo ex,Legendary Treasures
6598,101/113,White KyuremEX,Dragon,Rare Holo ex,Legendary Treasures
6599,102/113,LugiaEX,Colorless,Rare Holo ex,Legendary Treasures
6600,103/113,Swablu,Colorless,Common,Legendary Treasures
6601,104/113,Minccino,Colorless,Common,Legendary Treasures
6602,105/113,Cinccino,Colorless,Rare Holo,Legendary Treasures
6603,106/113,Druddigon,Colorless,Uncommon,Legendary Treasures
6604,107/113,Bouffalant,Colorless,Uncommon,Legendary Treasures
6605,108/113,Tornadus,Colorless,Rare Holo,Legendary Treasures
6606,109/113,Bianca,Su,Uncommon,Legendary Treasures
6607,110/113,Cedric Juniper,Su,Uncommon,Legendary Treasures
6608,111/113,Crushing Hammer,I,Uncommon,Legendary Treasures
6609,112/113,Energy Switch,I,Uncommon,Legendary Treasures
6610,113/113,Double Colorless Energy,Colorless E,Uncommon,Legendary Treasures
6611,114/113,Reshiram,Fire,Rare Secret,Legendary Treasures
6612,115/113,Zekrom,Lightning,Rare Secret,Legendary Treasures
6613,RC1/RC25,Snivy,Grass,Common,Legendary Treasures
6614,RC2/RC25,Servine,Grass,Common,Legendary Treasures
6615,RC3/RC25,Serperior,Grass,Uncommon,Legendary Treasures
6616,RC4/RC25,Growlithe,Fire,Uncommon,Legendary Treasures
6617,RC5/RC25,Torchic,Fire,Common,Legendary Treasures
6618,RC6/RC25,Piplup,Water,Uncommon,Legendary Treasures
6619,RC7/RC25,Pikachu,Lightning,Uncommon,Legendary Treasures
6620,RC8/RC25,Ralts,Psychic,Common,Legendary Treasures
6621,RC9/RC25,Kirlia,Psychic,Common,Legendary Treasures
6622,RC10/RC25,Gardevoir,Psychic,Uncommon,Legendary Treasures
6623,RC11/RC25,MeloettaEX,Psychic,Rare Holo ex,Legendary Treasures
6624,RC12/RC25,Stunfisk,Fighting,Uncommon,Legendary Treasures
6625,RC13/RC25,Purrloin,Darkness,Uncommon,Legendary Treasures
6626,RC14/RC25,Eevee,Colorless,Uncommon,Legendary Treasures
6627,RC15/RC25,Teddiursa,Colorless,Common,Legendary Treasures
6628,RC16/RC25,Ursaring,Colorless,Common,Legendary Treasures
6629,RC17/RC25,Audino,Colorless,Common,Legendary Treasures
6630,RC18/RC25,Minccino,Colorless,Common,Legendary Treasures
6631,RC19/RC25,Cinccino,Colorless,Uncommon,Legendary Treasures
6632,RC20/RC25,Elesa,Su,Common,Legendary Treasures
6633,RC21/RC25,ShayminEX,Grass,Rare Ultra,Legendary Treasures
6634,RC22/RC25,Reshiram,Fire,Rare Ultra,Legendary Treasures
6635,RC23/RC25,Emolga,Lightning,Rare Ultra,Legendary Treasures
6636,RC24/RC25,MewEX,Psychic,Rare Ultra,Legendary Treasures
6637,RC25/RC25,MeloettaEX,Psychic,Rare Ultra,Legendary Treasures
6638,1/146,VenusaurEX,Grass,Rare Holo ex,X Y
6639,2/146,MegaVenusaurEX,Grass,Rare Holo ex,X Y
6640,3/146,Weedle,Grass,Common,X Y
6641,4/146,Kakuna,Grass,Uncommon,X Y
6642,5/146,Beedrill,Grass,Rare,X Y
6643,6/146,Ledyba,Grass,Common,X Y
6644,7/146,Ledian,Grass,Uncommon,X Y
6645,8/146,Volbeat,Grass,Uncommon,X Y
6646,9/146,Illumise,Grass,Uncommon,X Y
6647,10/146,Pansage,Grass,Common,X Y
6648,11/146,Simisage,Grass,Rare,X Y
6649,12/146,Chespin,Grass,Common,X Y
6650,13/146,Quilladin,Grass,Uncommon,X Y
6651,14/146,Chesnaught,Grass,Rare Holo,X Y
6652,15/146,Scatterbug,Grass,Common,X Y
6653,16/146,Spewpa,Grass,Uncommon,X Y
6654,17/146,Vivillon,Grass,Rare Holo,X Y
6655,18/146,Skiddo,Grass,Common,X Y
6656,19/146,Gogoat,Grass,Rare Holo,X Y
6657,20/146,Slugma,Fire,Common,X Y
6658,21/146,Magcargo,Fire,Rare,X Y
6659,22/146,Pansear,Fire,Common,X Y
6660,23/146,Simisear,Fire,Rare,X Y
6661,24/146,Fennekin,Fire,Common,X Y
6662,25/146,Braixen,Fire,Uncommon,X Y
6663,26/146,Delphox,Fire,Rare Holo,X Y
6664,27/146,Fletchinder,Fire,Uncommon,X Y
6665,28/146,Talonflame,Fire,Rare Holo,X Y
6666,29/146,BlastoiseEX,Water,Rare Holo ex,X Y
6667,30/146,MegaBlastoiseEX,Water,Rare Holo ex,X Y
6668,31/146,Shellder,Water,Common,X Y
6669,32/146,Cloyster,Water,Rare,X Y
6670,33/146,Staryu,Water,Common,X Y
6671,34/146,Starmie,Water,Rare,X Y
6672,35/146,Lapras,Water,Rare Holo,X Y
6673,36/146,Corsola,Water,Uncommon,X Y
6674,37/146,Panpour,Water,Common,X Y
6675,38/146,Simipour,Water,Rare,X Y
6676,39/146,Froakie,Water,Common,X Y
6677,40/146,Frogadier,Water,Uncommon,X Y
6678,41/146,Greninja,Water,Rare Holo,X Y
6679,42/146,Pikachu,Lightning,Common,X Y
6680,43/146,Raichu,Lightning,Rare Holo,X Y
6681,44/146,Voltorb,Lightning,Common,X Y
6682,45/146,Electrode,Lightning,Uncommon,X Y
6683,46/146,EmolgaEX,Lightning,Rare Holo ex,X Y
6684,47/146,Ekans,Psychic,Common,X Y
6685,48/146,Arbok,Psychic,Rare,X Y
6686,49/146,Spoink,Psychic,Common,X Y
6687,50/146,Grumpig,Psychic,Rare,X Y
6688,51/146,Venipede,Psychic,Common,X Y
6689,52/146,Whirlipede,Psychic,Uncommon,X Y
6690,53/146,Scolipede,Psychic,Rare,X Y
6691,54/146,Phantump,Psychic,Common,X Y
6692,55/146,Trevenant,Psychic,Rare Holo,X Y
6693,56/146,Pumpkaboo,Psychic,Common,X Y
6694,57/146,Gourgeist,Psychic,Rare Holo,X Y
6695,58/146,Diglett,Fighting,Common,X Y
6696,59/146,Dugtrio,Fighting,Rare,X Y
6697,60/146,Rhyhorn,Fighting,Common,X Y
6698,61/146,Rhydon,Fighting,Rare,X Y
6699,62/146,Rhyperior,Fighting,Rare Holo,X Y
6700,63/146,Lunatone,Fighting,Uncommon,X Y
6701,64/146,Solrock,Fighting,Uncommon,X Y
6702,65/146,Timburr,Fighting,Common,X Y
6703,66/146,Gurdurr,Fighting,Uncommon,X Y
6704,67/146,Conkeldurr,Fighting,Rare,X Y
6705,68/146,Sableye,Darkness,Uncommon,X Y
6706,69/146,Sandile,Darkness,Common,X Y
6707,70/146,Krokorok,Darkness,Uncommon,X Y
6708,71/146,Krookodile,Darkness,Rare,X Y
6709,72/146,Zorua,Darkness,Common,X Y
6710,73/146,Zoroark,Darkness,Rare Holo,X Y
6711,74/146,Inkay,Darkness,Uncommon,X Y
6712,75/146,Inkay,Darkness,Common,X Y
6713,76/146,Malamar,Darkness,Rare,X Y
6714,77/146,Malamar,Darkness,Rare,X Y
6715,78/146,Yveltal,Darkness,Rare,X Y
6716,79/146,YveltalEX,Darkness,Rare Holo ex,X Y
6717,80/146,SkarmoryEX,Metal,Rare Holo ex,X Y
6718,81/146,Pawniard,Metal,Common,X Y
6719,82/146,Bisharp,Metal,Rare,X Y
6720,83/146,Honedge,Metal,Common,X Y
6721,84/146,Doublade,Metal,Uncommon,X Y
6722,85/146,Aegislash,Metal,Rare,X Y
6723,86/146,Aegislash,Metal,Rare Holo,X Y
6724,87/146,Jigglypuff,Fairy,Common,X Y
6725,88/146,Jigglypuff,Fairy,Common,X Y
6726,89/146,Wigglytuff,Fairy,Rare,X Y
6727,90/146,Wigglytuff,Fairy,Rare,X Y
6728,91/146,Mr. Mime,Fairy,Uncommon,X Y
6729,92/146,Spritzee,Fairy,Common,X Y
6730,93/146,Aromatisse,Fairy,Rare Holo,X Y
6731,94/146,Swirlix,Fairy,Common,X Y
6732,95/146,Slurpuff,Fairy,Rare Holo,X Y
6733,96/146,Xerneas,Fairy,Rare,X Y
6734,97/146,XerneasEX,Fairy,Rare Holo ex,X Y
6735,98/146,Doduo,Colorless,Common,X Y
6736,99/146,Dodrio,Colorless,Uncommon,X Y
6737,100/146,Tauros,Colorless,Rare,X Y
6738,101/146,Dunsparce,Colorless,Uncommon,X Y
6739,102/146,Taillow,Colorless,Common,X Y
6740,103/146,Swellow,Colorless,Rare,X Y
6741,104/146,Skitty,Colorless,Common,X Y
6742,105/146,Delcatty,Colorless,Uncommon,X Y
6743,106/146,Bidoof,Colorless,Common,X Y
6744,107/146,Bibarel,Colorless,Rare,X Y
6745,108/146,Lillipup,Colorless,Common,X Y
6746,109/146,Herdier,Colorless,Uncommon,X Y
6747,110/146,Stoutland,Colorless,Rare,X Y
6748,111/146,Bunnelby,Colorless,Common,X Y
6749,112/146,Diggersby,Colorless,Uncommon,X Y
6750,113/146,Fletchling,Colorless,Common,X Y
6751,114/146,Furfrou,Colorless,Rare Holo,X Y
6752,115/146,Cassius,Su,Uncommon,X Y
6753,116/146,Evosoda,I,Uncommon,X Y
6754,117/146,Fairy Garden,St,Uncommon,X Y
6755,118/146,Great Ball,I,Uncommon,X Y
6756,119/146,Hard Charm,I,Uncommon,X Y
6757,120/146,Max Revive,I,Uncommon,X Y
6758,121/146,Muscle Band,I,Uncommon,X Y
6759,122/146,Professor Sycamore,Su,Uncommon,X Y
6760,123/146,Professor's Letter,I,Uncommon,X Y
6761,124/146,Red Card,I,Uncommon,X Y
6762,125/146,Roller Skates,I,Uncommon,X Y
6763,126/146,Shadow Circle,St,Uncommon,X Y
6764,127/146,Shauna,Su,Uncommon,X Y
6765,128/146,Super Potion,I,Uncommon,X Y
6766,129/146,Team Flare Grunt,Su,Uncommon,X Y
6767,130/146,Double Colorless Energy,Colorless E,Uncommon,X Y
6768,131/146,Rainbow Energy,Colorless E,Uncommon,X Y
6769,132/146,Grass Energy,Grass E,Common,X Y
6770,133/146,Fire Energy,Fire E,Common,X Y
6771,134/146,Water Energy,Water E,Common,X Y
6772,135/146,Lightning Energy,Lightning E,Common,X Y
6773,136/146,Psychic Energy,Psychic E,Common,X Y
6774,137/146,Fighting Energy,Fighting E,Common,X Y
6775,138/146,Darkness Energy,Darkness E,Common,X Y
6776,139/146,Metal Energy,Metal E,Common,X Y
6777,140/146,Fairy Energy,Fairy E,Common,X Y
6778,141/146,VenusaurEX,Grass,Rare Ultra,X Y
6779,142/146,BlastoiseEX,Water,Rare Ultra,X Y
6780,143/146,EmolgaEX,Lightning,Rare Ultra,X Y
6781,144/146,YveltalEX,Darkness,Rare Ultra,X Y
6782,145/146,SkarmoryEX,Metal,Rare Ultra,X Y
6783,146/146,XerneasEX,Fairy,Rare Ultra,X Y
6784,1/106,Caterpie,Grass,Common,Flashfire
6785,2/106,Metapod,Grass,Uncommon,Flashfire
6786,3/106,Butterfree,Grass,Rare,Flashfire
6787,4/106,Pineco,Grass,Common,Flashfire
6788,5/106,Seedot,Grass,Common,Flashfire
6789,6/106,Nuzleaf,Grass,Uncommon,Flashfire
6790,7/106,Shiftry,Grass,Rare Holo,Flashfire
6791,8/106,Roselia,Grass,Common,Flashfire
6792,9/106,Roserade,Grass,Uncommon,Flashfire
6793,10/106,Maractus,Grass,Uncommon,Flashfire
6794,11/106,CharizardEX,Fire,Rare Holo ex,Flashfire
6795,12/106,CharizardEX,Fire,Rare Holo ex,Flashfire
6796,13/106,MegaCharizardEX,Fire,Rare Holo ex,Flashfire
6797,14/106,Ponyta,Fire,Common,Flashfire
6798,15/106,Rapidash,Fire,Uncommon,Flashfire
6799,16/106,Torkoal,Fire,Uncommon,Flashfire
6800,17/106,Fletchinder,Fire,Uncommon,Flashfire
6801,18/106,Litleo,Fire,Common,Flashfire
6802,19/106,Litleo,Fire,Common,Flashfire
6803,20/106,Pyroar,Fire,Rare Holo,Flashfire
6804,21/106,Qwilfish,Water,Rare,Flashfire
6805,22/106,Feebas,Water,Common,Flashfire
6806,23/106,Milotic,Water,Rare Holo,Flashfire
6807,24/106,Spheal,Water,Common,Flashfire
6808,25/106,Sealeo,Water,Uncommon,Flashfire
6809,26/106,Walrein,Water,Rare,Flashfire
6810,27/106,Luvdisc,Water,Uncommon,Flashfire
6811,28/106,Buizel,Water,Common,Flashfire
6812,29/106,Floatzel,Water,Rare,Flashfire
6813,30/106,Bergmite,Water,Common,Flashfire
6814,31/106,Avalugg,Water,Uncommon,Flashfire
6815,32/106,Shinx,Lightning,Common,Flashfire
6816,33/106,Luxio,Lightning,Uncommon,Flashfire
6817,34/106,Luxray,Lightning,Rare,Flashfire
6818,35/106,MagnezoneEX,Lightning,Rare Holo ex,Flashfire
6819,36/106,Helioptile,Lightning,Common,Flashfire
6820,37/106,Heliolisk,Lightning,Rare,Flashfire
6821,38/106,Duskull,Psychic,Common,Flashfire
6822,39/106,Dusclops,Psychic,Uncommon,Flashfire
6823,40/106,Dusknoir,Psychic,Rare Holo,Flashfire
6824,41/106,ToxicroakEX,Psychic,Rare Holo ex,Flashfire
6825,42/106,Espurr,Psychic,Common,Flashfire
6826,43/106,Meowstic,Psychic,Rare,Flashfire
6827,44/106,Skrelp,Psychic,Common,Flashfire
6828,45/106,Geodude,Fighting,Common,Flashfire
6829,46/106,Graveler,Fighting,Uncommon,Flashfire
6830,47/106,Golem,Fighting,Rare,Flashfire
6831,48/106,Binacle,Fighting,Common,Flashfire
6832,49/106,Barbaracle,Fighting,Rare,Flashfire
6833,50/106,Sneasel,Darkness,Uncommon,Flashfire
6834,51/106,Sneasel,Darkness,Common,Flashfire
6835,52/106,Weavile,Darkness,Rare,Flashfire
6836,53/106,Stunky,Darkness,Common,Flashfire
6837,54/106,Stunky,Darkness,Common,Flashfire
6838,55/106,Skuntank,Darkness,Rare,Flashfire
