id,number,name_en,type_element,rarity,expansion
6822,103/106,KangaskhanEX,Colorless,Rare Ultra,Flashfire
6823,104/106,Lysandre,Su,Rare Ultra,Flashfire
6824,105/106,Pokémon Center Lady,Su,Rare Ultra,Flashfire
6825,106/106,Pokémon Fan Club,Su,Rare Ultra,Flashfire
6826,107/106,MegaCharizardEX,Fire,Rare Secret,Flashfire
6827,108/106,MegaCharizardEX,Dragon,Rare Secret,Flashfire
6828,109/106,MegaKangaskhanEX,Colorless,Rare Secret,Flashfire
6829,1/111,Bellsprout,Grass,Common,Furious Fists
6830,2/111,Weepinbell,Grass,Uncommon,Furious Fists
6831,3/111,Victreebel,Grass,Rare Holo,Furious Fists
6832,4/111,HeracrossEX,Grass,Rare Holo ex,Furious Fists
6833,5/111,MegaHeracrossEX,Grass,Rare Holo ex,Furious Fists
6834,6/111,Shroomish,Grass,Common,Furious Fists
6835,7/111,Leafeon,Grass,Rare,Furious Fists
6836,8/111,Shelmet,Grass,Common,Furious Fists
6837,9/111,Accelgor,Grass,Uncommon,Furious Fists
6838,10/111,Magmar,Fire,Common,Furious Fists
6839,11/111,Magmortar,Fire,Rare,Furious Fists
6840,12/111,Torchic,Fire,Common,Furious Fists
6841,13/111,Combusken,Fire,Uncommon,Furious Fists
6842,14/111,Blaziken,Fire,Rare Holo,Furious Fists
6843,15/111,Poliwag,Water,Common,Furious Fists
6844,16/111,Poliwhirl,Water,Uncommon,Furious Fists
6845,17/111,Poliwrath,Water,Rare Holo,Furious Fists
6846,18/111,Politoed,Water,Rare,Furious Fists
6847,19/111,Glaceon,Water,Rare,Furious Fists
6848,20/111,SeismitoadEX,Water,Rare Holo ex,Furious Fists
6849,21/111,Cubchoo,Water,Common,Furious Fists
6850,22/111,Beartic,Water,Rare,Furious Fists
6851,23/111,Clauncher,Water,Common,Furious Fists
6852,24/111,Clawitzer,Water,Rare Holo,Furious Fists
6853,25/111,Amaura,Water,Uncommon,Furious Fists
6854,26/111,Aurorus,Water,Rare,Furious Fists
6855,27/111,Pikachu,Lightning,Common,Furious Fists
6856,28/111,Raichu,Lightning,Uncommon,Furious Fists
6857,29/111,Electabuzz,Lightning,Common,Furious Fists
6858,30/111,Electivire,Lightning,Rare,Furious Fists
6859,31/111,Plusle,Lightning,Common,Furious Fists
6860,32/111,Minun,Lightning,Common,Furious Fists
6861,33/111,Thundurus,Lightning,Rare,Furious Fists
6862,34/111,Dedenne,Lightning,Uncommon,Furious Fists
6863,35/111,Drowzee,Psychic,Common,Furious Fists
6864,36/111,Hypno,Psychic,Rare,Furious Fists
6865,37/111,Jynx,Psychic,Rare,Furious Fists
6866,38/111,Skorupi,Psychic,Common,Furious Fists
6867,39/111,Gothita,Psychic,Common,Furious Fists
6868,40/111,Gothorita,Psychic,Uncommon,Furious Fists
6869,41/111,Gothitelle,Psychic,Rare,Furious Fists
6870,42/111,Golett,Psychic,Common,Furious Fists
6871,43/111,Golurk,Psychic,Rare,Furious Fists
6872,44/111,Machop,Fighting,Common,Furious Fists
6873,45/111,Machoke,Fighting,Uncommon,Furious Fists
6874,46/111,Machamp,Fighting,Rare Holo,Furious Fists
6875,47/111,Hitmonlee,Fighting,Uncommon,Furious Fists
6876,48/111,Hitmonchan,Fighting,Uncommon,Furious Fists
6877,49/111,Hitmontop,Fighting,Uncommon,Furious Fists
6878,50/111,Breloom,Fighting,Rare,Furious Fists
6879,51/111,Makuhita,Fighting,Common,Furious Fists
6880,52/111,Hariyama,Fighting,Rare,Furious Fists
6881,53/111,Trapinch,Fighting,Common,Furious Fists
6882,54/111,LucarioEX,Fighting,Rare Holo ex,Furious Fists
6883,55/111,MegaLucarioEX,Fighting,Rare Holo ex,Furious Fists
6884,56/111,Mienfoo,Fighting,Common,Furious Fists
6885,57/111,Mienshao,Fighting,Uncommon,Furious Fists
6886,58/111,Landorus,Fighting,Rare Holo,Furious Fists
6887,59/111,Pancham,Fighting,Uncommon,Furious Fists
6888,60/111,Pancham,Fighting,Common,Furious Fists
6889,61/111,Tyrunt,Fighting,Uncommon,Furious Fists
6890,62/111,Tyrantrum,Fighting,Rare,Furious Fists
6891,63/111,Hawlucha,Fighting,Rare Holo,Furious Fists
6892,64/111,HawluchaEX,Fighting,Rare Holo ex,Furious Fists
6893,65/111,Drapion,Darkness,Rare,Furious Fists
6894,66/111,Scraggy,Darkness,Common,Furious Fists
6895,67/111,Scrafty,Darkness,Uncommon,Furious Fists
6896,68/111,Pangoro,Darkness,Rare,Furious Fists
6897,69/111,Clefairy,Fairy,Common,Furious Fists
6898,70/111,Clefairy,Fairy,Common,Furious Fists
6899,71/111,Clefable,Fairy,Uncommon,Furious Fists
6900,72/111,Sylveon,Fairy,Rare,Furious Fists
6901,73/111,Klefki,Fairy,Uncommon,Furious Fists
6902,74/111,DragoniteEX,Dragon,Rare Holo ex,Furious Fists
6903,75/111,Vibrava,Dragon,Uncommon,Furious Fists
6904,76/111,Flygon,Dragon,Rare,Furious Fists
6905,77/111,Noivern,Dragon,Rare Holo,Furious Fists
6906,78/111,Lickitung,Colorless,Common,Furious Fists
6907,79/111,Lickilicky,Colorless,Uncommon,Furious Fists
6908,80/111,Eevee,Colorless,Common,Furious Fists
6909,81/111,Slakoth,Colorless,Common,Furious Fists
6910,82/111,Vigoroth,Colorless,Uncommon,Furious Fists
6911,83/111,Slaking,Colorless,Rare Holo,Furious Fists
6912,84/111,Patrat,Colorless,Common,Furious Fists
6913,85/111,Watchog,Colorless,Uncommon,Furious Fists
6914,86/111,Tornadus,Colorless,Rare,Furious Fists
6915,87/111,Noibat,Colorless,Common,Furious Fists
6916,88/111,Battle Reporter,Su,Uncommon,Furious Fists
6917,89/111,Energy Switch,I,Uncommon,Furious Fists
6918,90/111,Fighting Stadium,St,Uncommon,Furious Fists
6919,91/111,Focus Sash,I,Uncommon,Furious Fists
6920,92/111,Fossil Researcher,Su,Uncommon,Furious Fists
6921,93/111,Full Heal,I,Uncommon,Furious Fists
6922,94/111,Jaw Fossil,I,Uncommon,Furious Fists
6923,95/111,Korrina,Su,Uncommon,Furious Fists
6924,96/111,Maintenance,I,Uncommon,Furious Fists
6925,97/111,Mountain Ring,St,Uncommon,Furious Fists
6926,98/111,Sail Fossil,I,Uncommon,Furious Fists
6927,99/111,Sparkling Robe,I,Uncommon,Furious Fists
6928,100/111,Super Scoop Up,I,Uncommon,Furious Fists
6929,101/111,Tool Retriever,I,Uncommon,Furious Fists
6930,102/111,Training Center,St,Uncommon,Furious Fists
6931,103/111,Herbal Energy,Grass E,Uncommon,Furious Fists
6932,104/111,Strong Energy,Fighting E,Uncommon,Furious Fists
6933,105/111,HeracrossEX,Grass,Rare Ultra,Furious Fists
6934,106/111,SeismitoadEX,Water,Rare Ultra,Furious Fists
6935,107/111,LucarioEX,Fighting,Rare Ultra,Furious Fists
6936,108/111,DragoniteEX,Dragon,Rare Ultra,Furious Fists
6937,109/111,Battle Reporter,Su,Rare Ultra,Furious Fists
6938,110/111,Fossil Researcher,Su,Rare Ultra,Furious Fists
6939,111/111,Korrina,Su,Rare Ultra,Furious Fists
6940,112/111,MegaHeracrossEX,Grass,Rare Secret,Furious Fists
6941,113/111,MegaLucarioEX,Fighting,Rare Secret,Furious Fists
6942,1/119,Venonat,Grass,Common,Phantom Forces
6943,2/119,Venomoth,Grass,Rare,Phantom Forces
6944,3/119,Yanma,Grass,Common,Phantom Forces
6945,4/119,Yanmega,Grass,Rare,Phantom Forces
6946,5/119,Sewaddle,Grass,Common,Phantom Forces
6947,6/119,Swadloon,Grass,Uncommon,Phantom Forces
6948,7/119,Leavanny,Grass,Rare,Phantom Forces
6949,8/119,Karrablast,Grass,Common,Phantom Forces
6950,9/119,Fletchinder,Fire,Uncommon,Phantom Forces
6951,10/119,Talonflame,Fire,Rare,Phantom Forces
6952,11/119,Litleo,Fire,Common,Phantom Forces
6953,12/119,Pyroar,Fire,Rare Holo,Phantom Forces
6954,13/119,Krabby,Water,Common,Phantom Forces
6955,14/119,Kingler,Water,Uncommon,Phantom Forces
6956,15/119,Totodile,Water,Common,Phantom Forces
6957,16/119,Croconaw,Water,Uncommon,Phantom Forces
6958,17/119,Feraligatr,Water,Rare Holo,Phantom Forces
6959,18/119,Finneon,Water,Common,Phantom Forces
6960,19/119,Lumineon,Water,Uncommon,Phantom Forces
6961,20/119,Frillish,Water,Common,Phantom Forces
6962,21/119,Jellicent,Water,Rare,Phantom Forces
6963,22/119,Alomomola,Water,Common,Phantom Forces
6964,23/119,ManectricEX,Lightning,Rare Holo ex,Phantom Forces
6965,24/119,MegaManectricEX,Lightning,Rare Holo ex,Phantom Forces
6966,25/119,Pachirisu,Lightning,Rare,Phantom Forces
6967,26/119,Joltik,Lightning,Common,Phantom Forces
6968,27/119,Galvantula,Lightning,Rare,Phantom Forces
6969,28/119,Helioptile,Lightning,Common,Phantom Forces
6970,29/119,Helioptile,Lightning,Common,Phantom Forces
6971,30/119,Heliolisk,Lightning,Rare Holo,Phantom Forces
6972,31/119,Zubat,Psychic,Common,Phantom Forces
6973,32/119,Golbat,Psychic,Uncommon,Phantom Forces
6974,33/119,Crobat,Psychic,Rare,Phantom Forces
6975,34/119,GengarEX,Psychic,Rare Holo ex,Phantom Forces
6976,35/119,MegaGengarEX,Psychic,Rare Holo ex,Phantom Forces
6977,36/119,Wobbuffet,Psychic,Uncommon,Phantom Forces
6978,37/119,Gulpin,Psychic,Common,Phantom Forces
6979,38/119,Swalot,Psychic,Rare,Phantom Forces
6980,39/119,Munna,Psychic,Common,Phantom Forces
6981,40/119,Musharna,Psychic,Rare,Phantom Forces
6982,41/119,Litwick,Psychic,Common,Phantom Forces
6983,42/119,Lampent,Psychic,Uncommon,Phantom Forces
6984,43/119,Chandelure,Psychic,Rare Holo,Phantom Forces
6985,44/119,Pumpkaboo,Psychic,Common,Phantom Forces
6986,45/119,Gourgeist,Psychic,Rare Holo,Phantom Forces
6987,46/119,Gligar,Fighting,Common,Phantom Forces
6988,47/119,Gliscor,Fighting,Rare,Phantom Forces
6989,48/119,Roggenrola,Fighting,Common,Phantom Forces
6990,49/119,Boldore,Fighting,Uncommon,Phantom Forces
6991,50/119,Gigalith,Fighting,Rare Holo,Phantom Forces
6992,51/119,Murkrow,Darkness,Common,Phantom Forces
6993,52/119,Honchkrow,Darkness,Rare,Phantom Forces
6994,53/119,Poochyena,Darkness,Common,Phantom Forces
6995,54/119,Mightyena,Darkness,Rare,Phantom Forces
6996,55/119,Spiritomb,Darkness,Rare,Phantom Forces
6997,56/119,Purrloin,Darkness,Common,Phantom Forces
6998,57/119,Liepard,Darkness,Uncommon,Phantom Forces
6999,58/119,MalamarEX,Darkness,Rare Holo ex,Phantom Forces
7000,59/119,Skarmory,Metal,Common,Phantom Forces
7001,60/119,Bronzor,Metal,Common,Phantom Forces
7002,61/119,Bronzong,Metal,Rare,Phantom Forces
7003,62/119,DialgaEX,Metal,Rare Holo ex,Phantom Forces
7004,63/119,Heatran,Metal,Rare Holo,Phantom Forces
7005,64/119,Escavalier,Metal,Rare,Phantom Forces
7006,65/119,AegislashEX,Metal,Rare Holo ex,Phantom Forces
7007,66/119,Klefki,Metal,Uncommon,Phantom Forces
7008,67/119,FlorgesEX,Fairy,Rare Holo ex,Phantom Forces
7009,68/119,Swirlix,Fairy,Common,Phantom Forces
7010,69/119,Slurpuff,Fairy,Rare Holo,Phantom Forces
7011,70/119,Dedenne,Fairy,Common,Phantom Forces
7012,71/119,Diancie,Fairy,Rare Holo,Phantom Forces
7013,72/119,Deino,Dragon,Common,Phantom Forces
7014,73/119,Zweilous,Dragon,Uncommon,Phantom Forces
7015,74/119,Hydreigon,Dragon,Rare Holo,Phantom Forces
7016,75/119,Goomy,Dragon,Common,Phantom Forces
7017,76/119,Sliggoo,Dragon,Uncommon,Phantom Forces
7018,77/119,Goodra,Dragon,Rare Holo,Phantom Forces
7019,78/119,Spearow,Colorless,Common,Phantom Forces
7020,79/119,Fearow,Colorless,Uncommon,Phantom Forces
7021,80/119,Chansey,Colorless,Common,Phantom Forces
7022,81/119,Blissey,Colorless,Rare,Phantom Forces
7023,82/119,Girafarig,Colorless,Uncommon,Phantom Forces
7024,83/119,Whismur,Colorless,Common,Phantom Forces
7025,84/119,Loudred,Colorless,Uncommon,Phantom Forces
7026,85/119,Exploud,Colorless,Rare,Phantom Forces
7027,86/119,Regigigas,Colorless,Rare Holo,Phantom Forces
7028,87/119,Bunnelby,Colorless,Common,Phantom Forces
7029,88/119,Diggersby,Colorless,Rare,Phantom Forces
7030,89/119,Fletchling,Colorless,Common,Phantom Forces
7031,90/119,Furfrou,Colorless,Uncommon,Phantom Forces
7032,91/119,AZ,Su,Uncommon,Phantom Forces
7033,92/119,Battle Compressor,I,Uncommon,Phantom Forces
7034,93/119,Dimension Valley,St,Uncommon,Phantom Forces
7035,94/119,Enhanced Hammer,I,Uncommon,Phantom Forces
7036,95/119,Gengar Spirit Link,I,Uncommon,Phantom Forces
7037,96/119,Hand Scope,I,Uncommon,Phantom Forces
7038,97/119,Head Ringer,I,Rare Holo,Phantom Forces
7039,98/119,Jamming Net,I,Rare Holo,Phantom Forces
7040,99/119,Lysandre's Trump Card,Su,Uncommon,Phantom Forces
7041,100/119,Manectric Spirit Link,I,Uncommon,Phantom Forces
7042,101/119,Professor Sycamore,Su,Uncommon,Phantom Forces
7043,102/119,Robo Substitute,I,Uncommon,Phantom Forces
7044,103/119,Roller Skates,I,Uncommon,Phantom Forces
7045,104/119,Shauna,Su,Uncommon,Phantom Forces
7046,105/119,Steel Shelter,St,Uncommon,Phantom Forces
7047,106/119,Target Whistle,I,Uncommon,Phantom Forces
7048,107/119,Tierno,Su,Uncommon,Phantom Forces
7049,108/119,Trick Coin,I,Uncommon,Phantom Forces
7050,109/119,VS Seeker,I,Uncommon,Phantom Forces
7051,110/119,Xerosic,Su,Uncommon,Phantom Forces
7052,111/119,Double Colorless Energy,Colorless E,Uncommon,Phantom Forces
7053,112/119,Mystery Energy,Psychic E,Uncommon,Phantom Forces
7054,113/119,ManectricEX,Lightning,Rare Ultra,Phantom Forces
7055,114/119,GengarEX,Psychic,Rare Ultra,Phantom Forces
7056,115/119,MalamarEX,Darkness,Rare Ultra,Phantom Forces
7057,116/119,FlorgesEX,Fairy,Rare Ultra,Phantom Forces
7058,117/119,AZ,Su,Rare Ultra,Phantom Forces
7059,118/119,Lysandre's Trump Card,Su,Rare Ultra,Phantom Forces
7060,119/119,Xerosic,Su,Rare Ultra,Phantom Forces
7061,120/119,MegaManectricEX,Lightning,Rare Secret,Phantom Forces
7062,121/119,MegaGengarEX,Psychic,Rare Secret,Phantom Forces
7063,122/119,DialgaEX,Metal,Rare Secret,Phantom Forces
7064,1/160,Weedle,Grass,Common,Primal Clash
7065,2/160,Kakuna,Grass,Uncommon,Primal Clash
7066,3/160,Beedrill,Grass,Rare,Primal Clash
7067,4/160,Tangela,Grass,Common,Primal Clash
7068,5/160,Tangrowth,Grass,Rare,Primal Clash
7069,6/160,Treecko,Grass,Common,Primal Clash
7070,7/160,Grovyle,Grass,Uncommon,Primal Clash
7071,8/160,Sceptile,Grass,Rare,Primal Clash
7072,9/160,Sceptile,Grass,Rare Holo,Primal Clash
7073,10/160,Lotad,Grass,Common,Primal Clash
7074,11/160,Lombre,Grass,Uncommon,Primal Clash
7075,12/160,Ludicolo,Grass,Rare Holo,Primal Clash
7076,13/160,Surskit,Grass,Common,Primal Clash
7077,14/160,Masquerain,Grass,Uncommon,Primal Clash
7078,15/160,Shroomish,Grass,Common,Primal Clash
7079,16/160,Breloom,Grass,Rare,Primal Clash
7080,17/160,Volbeat,Grass,Common,Primal Clash
7081,18/160,Illumise,Grass,Common,Primal Clash
7082,19/160,TrevenantEX,Grass,Rare Holo ex,Primal Clash
7083,20/160,Vulpix,Fire,Common,Primal Clash
7084,21/160,Ninetales,Fire,Rare,Primal Clash
7085,22/160,Slugma,Fire,Common,Primal Clash
7086,23/160,Magcargo,Fire,Uncommon,Primal Clash
7087,24/160,Magcargo,Fire,Rare,Primal Clash
7088,25/160,Torchic,Fire,Common,Primal Clash
7089,26/160,Torchic,Fire,Uncommon,Primal Clash
7090,27/160,Combusken,Fire,Uncommon,Primal Clash
7091,28/160,Blaziken,Fire,Rare Holo,Primal Clash
7092,29/160,CameruptEX,Fire,Rare Holo ex,Primal Clash
7093,30/160,Horsea,Water,Common,Primal Clash
7094,31/160,Seadra,Water,Uncommon,Primal Clash
7095,32/160,Staryu,Water,Common,Primal Clash
7096,33/160,Mudkip,Water,Common,Primal Clash
7097,34/160,Marshtomp,Water,Uncommon,Primal Clash
7098,35/160,Swampert,Water,Rare,Primal Clash
7099,36/160,Swampert,Water,Rare Holo,Primal Clash
7100,37/160,Ludicolo,Water,Rare,Primal Clash
7101,38/160,WailordEX,Water,Rare Holo ex,Primal Clash
7102,39/160,Barboach,Water,Common,Primal Clash
7103,40/160,Whiscash,Water,Uncommon,Primal Clash
7104,41/160,Whiscash,Water,Rare,Primal Clash
7105,42/160,Corphish,Water,Common,Primal Clash
7106,43/160,Feebas,Water,Common,Primal Clash
7107,44/160,Milotic,Water,Rare Holo,Primal Clash
7108,45/160,Spheal,Water,Common,Primal Clash
7109,46/160,Spheal,Water,Common,Primal Clash
7110,47/160,Sealeo,Water,Uncommon,Primal Clash
7111,48/160,Walrein,Water,Rare,Primal Clash
7112,49/160,Clamperl,Water,Common,Primal Clash
7113,50/160,Huntail,Water,Rare Holo,Primal Clash
7114,51/160,Gorebyss,Water,Uncommon,Primal Clash
7115,52/160,Gorebyss,Water,Rare,Primal Clash
7116,53/160,Kyogre,Water,Rare,Primal Clash
7117,54/160,KyogreEX,Water,Rare Holo ex,Primal Clash
7118,55/160,Primal KyogreEX,Water,Rare Holo ex,Primal Clash
7119,56/160,Manaphy,Water,Rare Holo,Primal Clash
7120,57/160,Chinchou,Lightning,Common,Primal Clash
7121,58/160,Lanturn,Lightning,Uncommon,Primal Clash
7122,59/160,Electrike,Lightning,Common,Primal Clash
7123,60/160,Electrike,Lightning,Uncommon,Primal Clash
7124,61/160,Manectric,Lightning,Rare Holo,Primal Clash
7125,62/160,Tynamo,Lightning,Common,Primal Clash
7126,63/160,Eelektrik,Lightning,Uncommon,Primal Clash
7127,64/160,Eelektrik,Lightning,Rare,Primal Clash
7128,65/160,Eelektross,Lightning,Rare Holo,Primal Clash
7129,66/160,Nidoran?,Psychic,Common,Primal Clash
7130,67/160,Nidorina,Psychic,Uncommon,Primal Clash
7131,68/160,Nidoqueen,Psychic,Uncommon,Primal Clash
7132,69/160,Nidoqueen,Psychic,Rare,Primal Clash
7133,70/160,Tentacool,Psychic,Common,Primal Clash
7134,71/160,Tentacool,Psychic,Uncommon,Primal Clash
7135,72/160,Tentacruel,Psychic,Rare,Primal Clash
7136,73/160,Starmie,Psychic,Rare,Primal Clash
7137,74/160,Rhyhorn,Fighting,Common,Primal Clash
7138,75/160,Rhydon,Fighting,Uncommon,Primal Clash
7139,76/160,Rhyperior,Fighting,Rare,Primal Clash
7140,77/160,Rhyperior,Fighting,Rare Holo,Primal Clash
7141,78/160,Nosepass,Fighting,Common,Primal Clash
7142,79/160,Meditite,Fighting,Common,Primal Clash
7143,80/160,Medicham,Fighting,Rare Holo,Primal Clash
7144,81/160,Medicham,Fighting,Rare,Primal Clash
7145,82/160,Trapinch,Fighting,Common,Primal Clash
7146,83/160,Solrock,Fighting,Common,Primal Clash
7147,84/160,Groudon,Fighting,Rare,Primal Clash
7148,85/160,GroudonEX,Fighting,Rare Holo ex,Primal Clash
7149,86/160,Primal GroudonEX,Fighting,Rare Holo ex,Primal Clash
7150,87/160,Hippopotas,Fighting,Common,Primal Clash
7151,88/160,Hippowdon,Fighting,Rare Holo,Primal Clash
7152,89/160,Drilbur,Fighting,Common,Primal Clash
7153,90/160,Diggersby,Fighting,Rare,Primal Clash
7154,91/160,SharpedoEX,Darkness,Rare Holo ex,Primal Clash
7155,92/160,Crawdaunt,Darkness,Rare Holo,Primal Clash
7156,93/160,AggronEX,Metal,Rare Holo ex,Primal Clash
7157,94/160,MegaAggronEX,Metal,Rare Holo ex,Primal Clash
7158,95/160,Probopass,Metal,Rare,Primal Clash
7159,96/160,Excadrill,Metal,Rare,Primal Clash
7160,97/160,Excadrill,Metal,Rare Holo,Primal Clash
7161,98/160,Honedge,Metal,Common,Primal Clash
7162,99/160,Doublade,Metal,Uncommon,Primal Clash
7163,100/160,Aegislash,Metal,Rare Holo,Primal Clash
7164,101/160,Mr. Mime,Fairy,Uncommon,Primal Clash
7165,102/160,Marill,Fairy,Common,Primal Clash
7166,103/160,Azumarill,Fairy,Rare,Primal Clash
7167,104/160,Azumarill,Fairy,Rare Holo,Primal Clash
7168,105/160,GardevoirEX,Fairy,Rare Holo ex,Primal Clash
7169,106/160,MegaGardevoirEX,Fairy,Rare Holo ex,Primal Clash
7170,107/160,Kingdra,Dragon,Rare,Primal Clash
7171,108/160,Kingdra,Dragon,Rare Holo,Primal Clash
7172,109/160,Vibrava,Dragon,Uncommon,Primal Clash
7173,110/160,Flygon,Dragon,Rare Holo,Primal Clash
7174,111/160,Zigzagoon,Colorless,Common,Primal Clash
7175,112/160,Linoone,Colorless,Uncommon,Primal Clash
7176,113/160,Skitty,Colorless,Common,Primal Clash
7177,114/160,Delcatty,Colorless,Rare,Primal Clash
7178,115/160,Spinda,Colorless,Common,Primal Clash
7179,116/160,Bidoof,Colorless,Common,Primal Clash
7180,117/160,Bidoof,Colorless,Uncommon,Primal Clash
7181,118/160,Bibarel,Colorless,Uncommon,Primal Clash
7182,119/160,Bouffalant,Colorless,Uncommon,Primal Clash
7183,120/160,Bunnelby,Colorless,Common,Primal Clash
7184,121/160,Bunnelby,Colorless,Uncommon,Primal Clash
7185,122/160,Acro Bike,I,Uncommon,Primal Clash
7186,123/160,Aggron Spirit Link,I,Uncommon,Primal Clash
7187,124/160,Archie's Ace in the Hole,Su,Uncommon,Primal Clash
7188,125/160,Dive Ball,I,Uncommon,Primal Clash
7189,126/160,Energy Retrieval,I,Uncommon,Primal Clash
7190,127/160,Escape Rope,I,Uncommon,Primal Clash
7191,128/160,Exp. Share,I,Uncommon,Primal Clash
7192,129/160,Fresh Water Set,I,Uncommon,Primal Clash
7193,130/160,Gardevoir Spirit Link,I,Uncommon,Primal Clash
7194,131/160,Groudon Spirit Link,I,Uncommon,Primal Clash
7195,132/160,Kyogre Spirit Link,I,Uncommon,Primal Clash
7196,133/160,Maxie's Hidden Ball Trick,Su,Uncommon,Primal Clash
7197,134/160,Professor Birch's Observations,Su,Uncommon,Primal Clash
7198,135/160,Rare Candy,I,Uncommon,Primal Clash
7199,136/160,Repeat Ball,I,Uncommon,Primal Clash
7200,137/160,Rough Seas,St,Uncommon,Primal Clash
7201,138/160,Scorched Earth,St,Uncommon,Primal Clash
7202,139/160,Shrine of Memories,St,Uncommon,Primal Clash
7203,140/160,Silent Lab,St,Uncommon,Primal Clash
7204,141/160,Teammates,Su,Uncommon,Primal Clash
7205,142/160,Weakness Policy,I,Uncommon,Primal Clash
7206,143/160,Shield Energy,Metal E,Uncommon,Primal Clash
7207,144/160,Wonder Energy,Fairy E,Uncommon,Primal Clash
7208,145/160,TrevenantEX,Grass,Rare Ultra,Primal Clash
7209,146/160,CameruptEX,Fire,Rare Ultra,Primal Clash
7210,147/160,WailordEX,Water,Rare Ultra,Primal Clash
7211,148/160,KyogreEX,Water,Rare Ultra,Primal Clash
7212,149/160,Primal KyogreEX,Water,Rare Ultra,Primal Clash
7213,150/160,GroudonEX,Fighting,Rare Ultra,Primal Clash
7214,151/160,Primal GroudonEX,Fighting,Rare Ultra,Primal Clash
7215,152/160,SharpedoEX,Darkness,Rare Ultra,Primal Clash
7216,153/160,AggronEX,Metal,Rare Ultra,Primal Clash
7217,154/160,MegaAggronEX,Metal,Rare Ultra,Primal Clash
7218,155/160,GardevoirEX,Fairy,Rare Ultra,Primal Clash
7219,156/160,MegaGardevoirEX,Fairy,Rare Ultra,Primal Clash
7220,157/160,Archie's Ace in the Hole,Su,Rare Ultra,Primal Clash
7221,158/160,Maxie's Hidden Ball Trick,Su,Rare Ultra,Primal Clash
7222,159/160,Professor Birch's Observations,Su,Rare Ultra,Primal Clash
7223,160/160,Teammates,Su,Rare Ultra,Primal Clash
7224,161/160,Dive Ball,I,Rare Secret,Primal Clash
7225,162/160,Enhanced Hammer,I,Rare Secret,Primal Clash
7226,163/160,Switch,I,Rare Secret,Primal Clash
7227,164/160,Weakness Policy,I,Rare Secret,Primal Clash
7228,1/34,Team Magma's Numel,Fire,Common,Double Crisis
7229,2/34,Team Magma's Camerupt,Fire,Rare Holo,Double Crisis
7230,3/34,Team Aqua's Spheal,Water,Common,Double Crisis
7231,4/34,Team Aqua's Sealeo,Water,Common,Double Crisis
7232,5/34,Team Aqua's Walrein,Water,Rare Holo,Double Crisis
7233,6/34,Team Aqua's KyogreEX,Water,Rare Holo ex,Double Crisis
7234,7/34,Team Aqua's Grimer,Psychic,Common,Double Crisis
7235,8/34,Team Aqua's Muk,Psychic,Rare Holo,Double Crisis
7236,9/34,Team Aqua's Seviper,Psychic,Common,Double Crisis
7237,10/34,Team Magma's Baltoy,Psychic,Common,Double Crisis
7238,11/34,Team Magma's Claydol,Psychic,Rare Holo,Double Crisis
7239,12/34,Team Magma's Aron,Fighting,Common,Double Crisis
7240,13/34,Team Magma's Lairon,Fighting,Common,Double Crisis
7241,14/34,Team Magma's Aggron,Fighting,Rare Holo,Double Crisis
7242,15/34,Team Magma's GroudonEX,Fighting,Rare Holo ex,Double Crisis
7243,16/34,Team Aqua's Poochyena,Darkness,Common,Double Crisis
7244,17/34,Team Magma's Poochyena,Darkness,Common,Double Crisis
7245,18/34,Team Aqua's Mightyena,Darkness,Common,Double Crisis
7246,19/34,Team Magma's Mightyena,Darkness,Common,Double Crisis
7247,20/34,Team Aqua's Carvanha,Darkness,Common,Double Crisis
7248,21/34,Team Aqua's Sharpedo,Darkness,Rare Holo,Double Crisis
7249,22/34,Team Magma's Zangoose,Colorless,Common,Double Crisis
7250,23/34,Aqua Diffuser,I,Uncommon,Double Crisis
7251,24/34,Magma Pointer,I,Uncommon,Double Crisis
7252,25/34,Team Aqua Admin,Su,Uncommon,Double Crisis
7253,26/34,Team Aqua Grunt,Su,Uncommon,Double Crisis
7254,27/34,Team Aqua's Great Ball,I,Uncommon,Double Crisis
7255,28/34,Team Aqua's Secret Base,St,Uncommon,Double Crisis
7256,29/34,Team Magma Admin,Su,Uncommon,Double Crisis
7257,30/34,Team Magma Grunt,Su,Uncommon,Double Crisis
7258,31/34,Team Magma's Great Ball,I,Uncommon,Double Crisis
7259,32/34,Team Magma's Secret Base,St,Uncommon,Double Crisis
7260,33/34,Double Aqua Energy,Water E,Uncommon,Double Crisis
7261,34/34,Double Magma Energy,Fighting E,Uncommon,Double Crisis
7262,1/108,Exeggcute,Grass,Common,Roaring Skies
7263,2/108,Exeggutor,Grass,Uncommon,Roaring Skies
7264,3/108,Wurmple,Grass,Common,Roaring Skies
7265,4/108,Silcoon,Grass,Uncommon,Roaring Skies
7266,5/108,Beautifly,Grass,Rare Holo,Roaring Skies
7267,6/108,Cascoon,Grass,Common,Roaring Skies
7268,7/108,Dustox,Grass,Uncommon,Roaring Skies
7269,8/108,Dustox,Grass,Rare,Roaring Skies
7270,9/108,Nincada,Grass,Common,Roaring Skies
7271,10/108,Ninjask,Grass,Uncommon,Roaring Skies
7272,11/108,Shedinja,Grass,Rare,Roaring Skies
7273,12/108,Tropius,Grass,Uncommon,Roaring Skies
7274,13/108,Victini,Fire,Rare,Roaring Skies
7275,14/108,Fletchinder,Fire,Uncommon,Roaring Skies
7276,15/108,Talonflame,Fire,Rare,Roaring Skies
